,Unnamed: 0,Name,Games Played,MIN,PTS,3P%,FT%,OREB,DREB,AST,STL,BLK,Age,Birth_Place,Birthdate,Collage,Experience,Height,Pos,Team,Weight,BMI,url,id
303,303,Lorenzo Brown,29,549,122,21.4,63.2,14,56,90,28,6,25.0,us,"August 26, 1990",North Carolina State University,1,192.5,PG,MIN,85.05,22.95159386,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lorenzo-brown/lorenzo-brown.png,303
304,304,Lou Amundson,53,937,259,0.0,47.1,94,174,70,22,52,33.0,us,"December 7, 1982","University of Nevada, Las Vegas",8,202.5,PF,NYK,99.0,24.14266118,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lou-amundson/lou-amundson.png,304
305,305,Lou Williams,80,2016,1242,34.0,86.1,24,127,164,88,10,29.0,us,"October 27, 1986",,9,182.5,SG,TOR,78.75,23.64421092,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lou-williams/lou-williams.png,305
306,306,Luc Mbah a Moute,67,1916,660,30.7,58.9,82,246,106,81,21,29.0,cm,"September 9, 1986","University of California, Los Angeles",6,200.0,PF,PHI,103.5,25.875,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/luc-mbah-a-moute/luc-mbah-a-moute.png,306
307,307,Lucas Nogueira,6,23,6,0.0,50.0,2,9,1,2,0,23.0,br,"July 26, 1992",,R,210.0,C,TOR,108.45,24.59183673,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lucas-nogueira/lucas-nogueira.png,307
308,308,Luis Scola,81,1659,763,25.0,69.9,138,388,105,47,18,35.0,ar,"April 30, 1980",,7,202.5,PF,IND,108.0,26.33744856,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/luis-scola/luis-scola.png,308
309,309,Luke Babbitt,63,830,256,51.3,68.4,12,99,24,17,11,26.0,us,"June 20, 1989","University of Nevada, Reno",4,202.5,SF,NOH,101.25,24.69135802,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/luke-babbitt/luke-babbitt.png,309
310,310,Luke Ridnour,47,683,188,31.7,85.7,8,60,96,20,4,34.0,us,"February 13, 1981",University of Oregon,11,185.0,PG,ORL,78.75,23.00949598,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/luke-ridnour/luke-ridnour.png,310
311,311,Luol Deng,72,2421,1007,35.5,76.1,103,273,139,65,22,30.0,ss,"April 16, 1985",Duke University,10,202.5,SF,MIA,99.0,24.14266118,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/luol-deng/luol-deng.png,311
312,312,Malcolm Thomas,17,194,45,0.0,69.2,16,40,7,3,1,25.0,us,"May 22, 1990","University of California, Los Angeles",2,192.5,SG,PHI,90.0,24.28740091,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/malcolm-thomas/malcolm-thomas.png,312
313,313,Manu Ginobili,70,1587,738,34.5,72.1,28,183,293,67,20,38.0,ar,"July 28, 1977",,12,195.0,SG,SAS,92.25,24.26035503,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/manu-ginobili/manu-ginobili.png,313
314,314,Marc Gasol,81,2687,1413,17.6,79.5,115,515,307,70,131,30.0,es,"January 29, 1985",,6,212.5,C,MEM,114.75,25.41176471,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marc-gasol/marc-gasol.png,314
315,315,Marcin Gortat,82,2453,1001,0.0,70.3,180,537,97,49,110,31.0,pl,"February 17, 1984",,7,207.5,C,WAS,108.0,25.0834664,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marcin-gortat/marcin-gortat.png,315
316,316,Marco Belinelli,62,1388,568,37.4,84.8,26,131,94,31,3,29.0,it,"March 25, 1986",,7,192.5,SG,SAS,94.5,25.50177096,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marco-belinelli/marco-belinelli.png,316
317,317,Marcus Morris,81,2045,845,35.8,62.8,73,312,133,63,16,26.0,us,"September 2, 1989",University of Kansas,3,202.5,PF,PHO,105.75,25.78875171,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marcus-morris/marcus-morris.png,317
318,318,Marcus Smart,67,1808,523,33.5,64.6,61,161,208,99,18,21.0,us,"March 6, 1994",Oklahoma State University,R,190.0,PG,BOS,99.0,27.42382271,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marcus-smart/marcus-smart.png,318
319,319,Marcus Thornton,48,721,380,37.8,82.1,23,63,36,27,7,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marcus-thornton/marcus-thornton.png,319
320,320,Mario Chalmers,80,2368,813,29.4,77.4,24,182,307,122,10,29.0,us,"May 19, 1986",University of Kansas,6,185.0,PG,MIA,85.5,24.9817385,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mario-chalmers/mario-chalmers.png,320
321,321,Markel Brown,47,781,216,26.6,82.5,16,91,39,31,12,23.0,us,"January 29, 1992",Oklahoma State University,R,187.5,SG,NJN,85.5,24.32,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/markel-brown/markel-brown.png,321
322,322,Markieff Morris,82,2581,1258,31.8,76.3,110,396,192,101,39,26.0,us,"September 2, 1989",University of Kansas,3,205.0,PF,PHO,110.25,26.2343843,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/markieff-morris/markieff-morris.png,322
323,323,Marreese Speights,76,1207,791,27.8,84.3,109,216,72,20,34,28.0,us,"August 4, 1987",University of Florida,6,205.0,C,GSW,114.75,27.30517549,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marreese-speights/marreese-speights.png,323
324,324,Martell Webster,32,352,106,23.3,75.0,10,36,17,7,1,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/martell-webster/martell-webster.png,324
325,325,Marvin Williams,78,2035,577,35.8,71.3,58,328,100,69,36,29.0,us,"June 19, 1986",University of North Carolina,9,202.5,PF,CHA,106.65,26.00823045,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/marvin-williams/marvin-williams.png,325
326,326,Mason Plumlee,82,1743,717,0.0,49.5,175,337,74,65,63,25.0,us,"March 5, 1990",Duke University,1,207.5,C,NJN,110.25,25.60603861,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mason-plumlee/mason-plumlee.png,326
327,327,Matt Barnes,76,2271,764,36.2,77.9,51,251,114,67,50,35.0,us,"March 9, 1980","University of California, Los Angeles",11,197.5,SF,LAC,101.7,26.07274475,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/matt-barnes/matt-barnes.png,327
328,328,Matt Bonner,72,935,264,36.5,81.1,29,86,47,10,12,35.0,us,"April 5, 1980",University of Florida,10,205.0,PF,SAS,105.75,25.1635931,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/matt-bonner/matt-bonner.png,328
329,329,Matthew Dellavedova,67,1380,319,40.7,76.3,37,89,204,24,2,25.0,au,"September 8, 1990",Saint Mary's College of California,1,190.0,SG,CLE,89.1,24.68144044,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/matthew-dellavedova/matthew-dellavedova.png,329
330,330,Maurice Harkless,45,674,158,17.9,53.7,38,68,25,32,9,22.0,us,"May 11, 1993",St. John's University,2,202.5,SF,ORL,96.75,23.59396433,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/maurice-harkless/maurice-harkless.png,330
331,331,Meyers Leonard,55,847,327,42.0,93.8,46,204,32,10,14,23.0,us,"February 27, 1992",University of Illinois at Urbana-Champaign,2,212.5,C,POR,110.25,24.41522491,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/meyers-leonard/meyers-leonard.png,331
332,332,Michael Beasley,24,505,212,23.5,76.9,12,77,32,15,13,26.0,us,"January 9, 1989",Kansas State University,6,202.5,SF,MIA,105.75,25.78875171,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/michael-beasley/michael-beasley.png,332
333,333,Michael Carter-Williams,66,2150,966,23.5,69.4,64,289,442,111,30,24.0,us,"October 10, 1991",Syracuse University,1,195.0,PG,PHI,85.5,22.485207100000004,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/michael-carter-williams/michael-carter-williams.png,333
334,334,Michael Kidd-Gilchrist,55,1587,598,0.0,70.1,109,307,77,30,38,22.0,us,"September 26, 1993",University of Kentucky,2,197.5,SF,CHA,104.4,26.76494152,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/michael-kidd-gilchrist/michael-kidd-gilchrist.png,334
335,335,Mike Conley,70,2225,1107,38.6,85.9,29,180,375,89,14,28.0,us,"October 11, 1987",Ohio State University,7,182.5,PG,MEM,78.75,23.64421092,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mike-conley/mike-conley.png,335
336,336,Mike Dunleavy,63,1838,595,40.7,80.5,28,220,114,39,21,35.0,us,"September 15, 1980",Duke University,12,202.5,SF,CHI,103.5,25.24005487,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mike-dunleavy/mike-dunleavy.png,336
337,337,Mike Miller,52,701,109,32.7,75.0,4,87,46,14,4,35.0,us,"February 19, 1980",University of Florida,14,200.0,SF,CLE,98.1,24.525,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mike-miller/mike-miller.png,337
338,338,Mike Muscala,40,502,197,40.9,88.0,52,67,25,16,19,24.0,us,"July 1, 1991",Bucknell University,1,207.5,PF,ATL,108.0,25.0834664,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mike-muscala/mike-muscala.png,338
339,339,Mike Scott,68,1123,529,34.4,79.2,45,154,75,25,3,27.0,us,"July 16, 1988",University of Virginia,2,200.0,PF,ATL,106.65,26.6625,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mike-scott/mike-scott.png,339
340,340,Miles Plumlee,73,1194,294,0.0,47.8,112,208,34,41,66,27.0,us,"September 1, 1988",Duke University,2,207.5,C,PHO,112.05,26.02409639,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/miles-plumlee/miles-plumlee.png,340
341,341,Miroslav Raduljica,5,23,8,0.0,100.0,2,3,0,1,0,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/miroslav-raduljica/miroslav-raduljica.png,341
342,342,Mirza Teletovic,40,892,339,32.1,71.7,27,167,46,14,16,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mirza-teletovic/mirza-teletovic.png,342
343,343,Mitch McGary,32,485,201,0.0,62.5,53,112,14,16,16,23.0,us,"June 6, 1992",University of Michigan,R,205.0,PF,OKC,114.75,27.30517549,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mitch-mcgary/mitch-mcgary.png,343
344,344,Mo Williams,68,1980,964,34.2,87.2,22,152,424,46,14,33.0,us,"December 19, 1982",University of Alabama,11,182.5,PG,CHA,89.1,26.75173579,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/mo-williams/mo-williams.png,344
345,345,Monta Ellis,80,2699,1513,28.5,75.2,34,156,329,148,25,30.0,us,"October 26, 1985",,9,187.5,SG,DAL,83.25,23.68,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/monta-ellis/monta-ellis.png,345
346,346,Nate Robinson,42,591,238,27.7,67.4,17,33,97,20,3,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nate-robinson/nate-robinson.png,346
347,347,Nate Wolters,21,247,42,0.0,33.3,8,26,21,8,2,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nate-wolters/nate-wolters.png,347
348,348,Nazr Mohammed,23,128,27,0.0,33.3,11,27,3,4,5,38.0,us,"September 5, 1977",University of Kentucky,16,205.0,C,CHI,99.45,23.66448543,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nazr-mohammed/nazr-mohammed.png,348
349,349,Nene,67,1694,737,20.0,60.4,84,261,123,66,22,33.0,br,"September 13, 1982",,12,207.5,PF,WAS,112.5,26.12861083,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nene/nene.png,349
350,350,Nerlens Noel,75,2311,744,0.0,60.9,185,426,128,133,142,21.0,us,"April 10, 1994",University of Kentucky,R,207.5,C,PHI,102.6,23.82929308,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nerlens-noel/nerlens-noel.png,350
351,351,Nick Calathes,58,838,243,25.6,53.3,19,87,146,63,5,26.0,us,"February 7, 1989",University of Florida,1,195.0,SG,MEM,95.85,25.20710059,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nick-calathes/nick-calathes.png,351
352,352,Nick Collison,66,1101,273,26.7,69.2,90,160,90,35,25,35.0,us,"October 26, 1980",University of Kansas,10,205.0,PF,OKC,114.75,27.30517549,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nick-collison/nick-collison.png,352
353,353,Nick Johnson,28,262,74,23.8,68.0,13,26,11,7,3,23.0,us,"December 22, 1992",University of Arizona,R,187.5,SG,HOU,90.9,25.856,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nick-johnson/nick-johnson.png,353
354,354,Nick Young,42,1000,563,36.9,89.2,17,79,41,23,11,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nick-young/nick-young.png,354
355,355,Nicolas Batum,71,2380,664,32.4,85.7,62,354,341,78,40,27.0,fr,"December 14, 1988",,6,200.0,SF,POR,90.0,22.5,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nicolas-batum/nicolas-batum.png,355
356,356,Nik Stauskas,73,1127,319,32.2,85.9,11,77,67,20,17,22.0,ca,"October 7, 1993",University of Michigan,R,195.0,SG,SAC,92.25,24.26035503,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nik-stauskas/nik-stauskas.png,356
357,357,Nikola Mirotic,82,1654,833,31.6,80.3,63,341,97,54,54,24.0,me,"February 11, 1991",,R,205.0,PF,CHI,99.0,23.55740631,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nikola-mirotic/nikola-mirotic.png,357
358,358,Nikola Pekovic,31,815,386,0.0,83.7,89,145,27,19,12,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nikola-pekovic/nikola-pekovic.png,358
359,359,Nikola Vucevic,74,2529,1428,33.3,75.2,238,572,147,54,54,25.0,ch,"October 24, 1990",University of Southern California,3,210.0,C,ORL,117.0,26.53061224,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/nikola-vucevic/nikola-vucevic.png,359
360,360,Noah Vonleh,25,259,83,38.5,69.2,28,58,4,4,9,20.0,us,"August 24, 1995",Indiana University,R,205.0,PF,CHA,108.0,25.6989887,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/noah-vonleh/noah-vonleh.png,360
361,361,Norris Cole,75,1831,573,31.3,71.6,13,146,255,57,15,27.0,us,"October 13, 1988",Cleveland State University,3,185.0,PG,NOH,78.75,23.00949598,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/norris-cole/norris-cole.png,361
362,362,O.J. Mayo,71,1697,806,35.7,82.7,30,157,197,57,18,28.0,us,"November 5, 1987",University of Southern California,6,192.5,SG,MIL,94.5,25.50177096,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/o.j.-mayo/o.j.-mayo.png,362
363,363,Ognjen Kuzmic,16,72,20,0.0,100.0,7,10,6,2,1,25.0,ba,"May 16, 1990",,1,212.5,C,GSW,112.95,25.01314879,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ognjen-kuzmic/ognjen-kuzmic.png,363
364,364,Omer Asik,76,1982,557,0.0,58.2,244,504,72,29,54,29.0,tr,"July 4, 1986",,4,210.0,C,NOH,114.75,26.02040816,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/omer-asik/omer-asik.png,364
365,365,Omri Casspi,67,1416,593,40.2,73.3,54,206,102,31,9,27.0,il,"June 22, 1988",,5,202.5,SF,SAC,101.25,24.69135802,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/omri-casspi/omri-casspi.png,365
366,366,Otto Porter Jr.,74,1432,445,33.7,73.4,70,151,65,44,30,22.0,us,"June 3, 1993",Georgetown University,1,200.0,SF,WAS,89.1,22.275,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/otto-porter-jr./otto-porter-jr..png,366
367,367,Pablo Prigioni,67,1197,274,34.3,85.4,30,89,171,79,1,38.0,ar,"May 17, 1977",,2,187.5,PG,NYK,83.25,23.68,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/pablo-prigioni/pablo-prigioni.png,367
368,368,Patrick Beverley,56,1727,568,35.6,75.0,67,170,192,59,23,27.0,us,"July 12, 1988",University of Arkansas,2,182.5,PG,HOU,83.25,24.99530869,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/patrick-beverley/patrick-beverley.png,368
369,369,Patrick Christopher,4,29,6,0.0,0.0,2,4,0,1,0,27.0,us,"June 3, 1988",University of California,R,192.5,SG,UTA,94.05,25.38033395,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/patrick-christopher/patrick-christopher.png,369
370,370,Patrick Patterson,81,2156,648,37.1,78.8,127,306,155,60,44,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/patrick-patterson/patrick-patterson.png,370
371,371,Patty Mills,51,801,351,34.1,82.5,21,54,87,28,2,27.0,au,"August 11, 1988",Saint Mary's College of California,5,180.0,PG,SAS,83.25,25.69444444,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/patty-mills/patty-mills.png,371
372,372,Pau Gasol,78,2681,1446,46.2,80.3,220,699,210,25,147,35.0,es,"July 6, 1980",,13,210.0,PF,CHI,112.5,25.51020408,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/pau-gasol/pau-gasol.png,372
373,373,Paul George,6,91,53,40.9,72.7,4,18,6,5,1,25.0,us,"May 2, 1990","California State University, Fresno",4,202.5,SF,IND,99.0,24.14266118,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/paul-george/paul-george.png,373
374,374,Paul Millsap,73,2390,1218,35.6,75.7,139,431,223,130,69,30.0,us,"February 10, 1985",Louisiana Tech University,8,200.0,PF,ATL,110.7,27.675,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/paul-millsap/paul-millsap.png,374
375,375,Paul Pierce,73,1914,868,38.9,78.1,45,249,144,46,24,38.0,us,"October 13, 1977",University of Kansas,16,197.5,SF,WAS,105.75,27.1110399,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/paul-pierce/paul-pierce.png,375
376,376,Pero Antic,63,1037,356,30.1,71.5,58,131,49,18,14,33.0,mk,"July 29, 1982",,1,207.5,PF,ATL,117.0,27.17375526,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/pero-antic/pero-antic.png,376
377,377,Perry Jones III,43,631,184,23.3,64.9,6,70,18,17,8,24.0,us,"September 24, 1991",Baylor University,2,207.5,SF,OKC,105.75,24.56089418,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/perry-jones-iii/perry-jones-iii.png,377
378,378,Phil Pressey,50,600,177,24.6,67.3,13,67,117,30,6,24.0,us,"February 17, 1991",University of Missouri,1,177.5,PG,BOS,78.75,24.99504067,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/phil-pressey/phil-pressey.png,378
379,379,PJ Hairston,45,687,254,30.1,86.1,22,70,21,21,13,23.0,us,"December 24, 1992",University of North Carolina,R,195.0,SG,CHA,103.5,27.21893491,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/pj-hairston/pj-hairston.png,379
380,380,PJ Tucker,78,2383,713,34.5,72.7,114,388,122,107,23,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/pj-tucker/pj-tucker.png,380
381,381,Quincy Acy,68,1287,398,30.0,78.4,79,222,68,27,22,25.0,us,"October 6, 1990",Baylor University,2,197.5,PF,NYK,108.0,27.68787053,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/quincy-acy/quincy-acy.png,381
382,382,Quincy Miller,10,120,29,16.7,72.7,4,16,8,7,5,23.0,us,"November 18, 1992",Baylor University,2,202.5,PF,SAC,94.5,23.04526749,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/quincy-miller/quincy-miller.png,382
383,383,Quincy Pondexter,75,1793,538,37.3,74.0,53,142,94,19,24,27.0,us,"March 10, 1988",University of Washington,4,197.5,SF,NOH,99.0,25.38054799,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/quincy-pondexter/quincy-pondexter.png,383
384,384,Rajon Rondo,68,2019,608,31.4,39.7,73,300,538,91,7,29.0,us,"February 22, 1986",University of Kentucky,8,182.5,PG,DAL,83.7,25.13041847,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rajon-rondo/rajon-rondo.png,384
385,385,Ramon Sessions,64,1188,402,31.7,76.9,23,121,182,29,0,29.0,us,"April 11, 1986","University of Nevada, Reno",7,187.5,PG,WAS,85.5,24.32,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ramon-sessions/ramon-sessions.png,385
386,386,Randy Foye,50,1087,435,35.7,81.8,9,76,119,34,11,32.0,us,"September 24, 1983",Villanova University,8,190.0,SG,DEN,95.85,26.55124654,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/randy-foye/randy-foye.png,386
387,387,Rasual Butler,75,1505,580,38.7,79.1,27,170,63,29,22,36.0,us,"May 23, 1979",La Salle University,11,197.5,SF,WAS,96.75,24.80371735,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rasual-butler/rasual-butler.png,387
388,388,Ray McCallum,68,1436,503,30.6,67.9,52,128,188,45,11,24.0,us,"June 12, 1991",University of Detroit Mercy,1,187.5,PG,SAC,85.5,24.32,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ray-mccallum/ray-mccallum.png,388
389,389,Raymond Felton,29,281,108,29.4,80.0,2,24,41,11,4,31.0,us,"June 26, 1984",University of North Carolina,9,182.5,PG,DAL,92.25,27.69750422,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/raymond-felton/raymond-felton.png,389
390,390,Reggie Bullock,36,338,69,32.6,66.7,1,49,8,10,4,24.0,us,"March 16, 1991",University of North Carolina,1,197.5,SF,PHO,92.25,23.65005608,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/reggie-bullock/reggie-bullock.png,390
391,391,Reggie Evans,47,764,176,0.0,61.9,97,202,32,22,5,35.0,us,"May 18, 1980",University of Iowa,12,200.0,PF,SAC,110.25,27.5625,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/reggie-evans/reggie-evans.png,391
392,392,Reggie Jackson,77,2268,1117,29.9,83.0,56,271,462,62,9,25.0,it,"April 16, 1990",Boston College,3,187.5,PG,OKC,93.6,26.624,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/reggie-jackson/reggie-jackson.png,392
393,393,Reggie Williams,20,105,37,15.8,100.0,5,12,10,1,0,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/reggie-williams/reggie-williams.png,393
394,394,Richard Jefferson,74,1244,432,42.6,68.4,25,158,61,32,11,35.0,us,"June 21, 1980",University of Arizona,13,197.5,SF,DAL,104.85,26.88030764,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/richard-jefferson/richard-jefferson.png,394
395,395,Ricky Ledo,17,244,90,37.0,72.7,16,20,19,6,1,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ricky-ledo/ricky-ledo.png,395
396,396,Ricky Rubio,22,692,226,25.5,80.3,19,106,193,38,1,23.0,us,"September 10, 1992",,1,197.5,SG,NYK,87.75,22.49639481,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ricky-rubio/ricky-rubio.png,396
397,397,Robbie Hummel,45,742,198,31.4,82.8,31,103,27,16,9,26.0,us,"March 8, 1989",Purdue University,1,200.0,SF,MIN,96.75,24.1875,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/robbie-hummel/robbie-hummel.png,397
398,398,Robert Covington,70,1956,943,37.4,82.0,65,251,105,97,31,25.0,us,"December 14, 1990",Tennessee State University,1,202.5,SF,PHI,96.75,23.59396433,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/robert-covington/robert-covington.png,398
399,399,Robert Sacre,67,1133,307,0.0,67.1,89,144,55,28,43,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/robert-sacre/robert-sacre.png,399
400,400,Robin Lopez,59,1638,566,0.0,77.2,190,204,55,16,84,27.0,us,"April 1, 1988",Stanford University,6,210.0,C,POR,114.75,26.02040816,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/robin-lopez/robin-lopez.png,400
401,401,Rodney Hood,50,1064,433,36.5,76.3,9,108,83,30,12,23.0,us,"October 20, 1992",Duke University,R,200.0,SG,UTA,92.7,23.175,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rodney-hood/rodney-hood.png,401
402,402,Rodney Stuckey,71,1874,896,39.0,81.9,36,212,219,56,10,29.0,us,"April 21, 1986",Eastern Washington University,7,192.5,PG,IND,94.5,25.50177096,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/rodney-stuckey/rodney-stuckey.png,402
403,403,Ronnie Price,43,982,221,28.4,80.0,19,50,165,67,4,32.0,us,"June 21, 1983",Utah Valley State College,9,185.0,PG,LAL,85.5,24.9817385,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/ronnie-price/ronnie-price.png,403
